Grupo de edad,Sexo,Fecha,Casos confirmados
05 - 09 años,M,2020-08-10,3220
10 - 14 años,M,2020-08-10,3623
15 - 19 años,M,2020-08-10,6230
20 - 24 años,M,2020-08-10,16041
25 - 29 años,M,2020-08-10,25323
30 - 34 años,M,2020-08-10,25881
35 - 39 años,M,2020-08-10,21290
40 - 44 años,M,2020-08-10,17946
45 - 49 años,M,2020-08-10,17550
50 - 54 años,M,2020-08-10,16692
55 - 59 años,M,2020-08-10,15706
60 - 64 años,M,2020-08-10,11746
65 - 69 años,M,2020-08-10,7427
70 - 74 años,M,2020-08-10,5286
75 - 79 años,M,2020-08-10,3598
80 y más años,M,2020-08-10,4360
00 - 04 años,F,2020-08-10,3571
05 - 09 años,F,2020-08-10,3030
10 - 14 años,F,2020-08-10,3752
15 - 19 años,F,2020-08-10,7070
20 - 24 años,F,2020-08-10,16009
25 - 29 años,F,2020-08-10,24810
30 - 34 años,F,2020-08-10,23118
35 - 39 años,F,2020-08-10,18468
40 - 44 años,F,2020-08-10,15636
45 - 49 años,F,2020-08-10,16324
50 - 54 años,F,2020-08-10,15547
55 - 59 años,F,2020-08-10,14127
60 - 64 años,F,2020-08-10,10066
65 - 69 años,F,2020-08-10,6676
70 - 74 años,F,2020-08-10,5051
75 - 79 años,F,2020-08-10,3883
80 y más años,F,2020-08-10,6858
00 - 04 años,M,2020-08-14,4042
05 - 09 años,M,2020-08-14,3320
10 - 14 años,M,2020-08-14,3779
15 - 19 años,M,2020-08-14,6396
20 - 24 años,M,2020-08-14,16431
25 - 29 años,M,2020-08-14,25831
30 - 34 años,M,2020-08-14,26389
35 - 39 años,M,2020-08-14,21690
40 - 44 años,M,2020-08-14,18286
45 - 49 años,M,2020-08-14,17929
50 - 54 años,M,2020-08-14,17037
55 - 59 años,M,2020-08-14,16016
60 - 64 años,M,2020-08-14,11975
65 - 69 años,M,2020-08-14,7599
70 - 74 años,M,2020-08-14,5410
75 - 79 años,M,2020-08-14,3686
80 y más años,M,2020-08-14,4458
00 - 04 años,F,2020-08-14,3702
05 - 09 años,F,2020-08-14,3165
10 - 14 años,F,2020-08-14,3901
15 - 19 años,F,2020-08-14,7316
20 - 24 años,F,2020-08-14,16405
25 - 29 años,F,2020-08-14,25340
30 - 34 años,F,2020-08-14,23660
35 - 39 años,F,2020-08-14,18873
40 - 44 años,F,2020-08-14,16024
45 - 49 años,F,2020-08-14,16709
50 - 54 años,F,2020-08-14,15897
55 - 59 años,F,2020-08-14,14460
60 - 64 años,F,2020-08-14,10299
65 - 69 años,F,2020-08-14,6828
70 - 74 años,F,2020-08-14,5176
75 - 79 años,F,2020-08-14,3984
80 y más años,F,2020-08-14,7015
00 - 04 años,M,2020-08-17,4133
05 - 09 años,M,2020-08-17,3400
10 - 14 años,M,2020-08-17,3884
15 - 19 años,M,2020-08-17,6537
20 - 24 años,M,2020-08-17,16683
25 - 29 años,M,2020-08-17,26192
30 - 34 años,M,2020-08-17,26762
35 - 39 años,M,2020-08-17,21985
40 - 44 años,M,2020-08-17,18531
45 - 49 años,M,2020-08-17,18166
50 - 54 años,M,2020-08-17,17255
55 - 59 años,M,2020-08-17,16235
60 - 64 años,M,2020-08-17,12163
65 - 69 años,M,2020-08-17,7712
70 - 74 años,M,2020-08-17,5504
75 - 79 años,M,2020-08-17,3760
80 y más años,M,2020-08-17,4548
00 - 04 años,F,2020-08-17,3794
05 - 09 años,F,2020-08-17,3255
10 - 14 años,F,2020-08-17,4008
15 - 19 años,F,2020-08-17,7467
20 - 24 años,F,2020-08-17,16692
25 - 29 años,F,2020-08-17,25739
30 - 34 años,F,2020-08-17,23985
35 - 39 años,F,2020-08-17,19115
40 - 44 años,F,2020-08-17,16256
45 - 49 años,F,2020-08-17,16941
50 - 54 años,F,2020-08-17,16116
55 - 59 años,F,2020-08-17,14670
60 - 64 años,F,2020-08-17,10466
65 - 69 años,F,2020-08-17,6964
70 - 74 años,F,2020-08-17,5264
75 - 79 años,F,2020-08-17,4061
80 y más años,F,2020-08-17,7122
00 - 04 años,M,2020-08-21,4244
05 - 09 años,M,2020-08-21,3495
10 - 14 años,M,2020-08-21,3998
15 - 19 años,M,2020-08-21,6706
20 - 24 años,M,2020-08-21,16966
25 - 29 años,M,2020-08-21,26639
30 - 34 años,M,2020-08-21,27182
35 - 39 años,M,2020-08-21,22299
40 - 44 años,M,2020-08-21,18845
45 - 49 años,M,2020-08-21,18439
50 - 54 años,M,2020-08-21,17532
55 - 59 años,M,2020-08-21,16478
60 - 64 años,M,2020-08-21,12373
65 - 69 años,M,2020-08-21,7851
70 - 74 años,M,2020-08-21,5598
75 - 79 años,M,2020-08-21,3821
80 y más años,M,2020-08-21,4629
00 - 04 años,F,2020-08-21,3895
05 - 09 años,F,2020-08-21,3349
10 - 14 años,F,2020-08-21,4121
15 - 19 años,F,2020-08-21,7658
20 - 24 años,F,2020-08-21,17027
25 - 29 años,F,2020-08-21,26188
30 - 34 años,F,2020-08-21,24413
35 - 39 años,F,2020-08-21,19507
40 - 44 años,F,2020-08-21,16560
45 - 49 años,F,2020-08-21,17246
50 - 54 años,F,2020-08-21,16405
55 - 59 años,F,2020-08-21,14980
60 - 64 años,F,2020-08-21,10674
65 - 69 años,F,2020-08-21,7128
70 - 74 años,F,2020-08-21,5361
75 - 79 años,F,2020-08-21,4142
80 y más años,F,2020-08-21,7269
00 - 04 años,M,2020-08-24,4337
05 - 09 años,M,2020-08-24,3582
10 - 14 años,M,2020-08-24,4089
15 - 19 años,M,2020-08-24,6879
20 - 24 años,M,2020-08-24,17222
25 - 29 años,M,2020-08-24,27031
30 - 34 años,M,2020-08-24,27543
35 - 39 años,M,2020-08-24,22568
40 - 44 años,M,2020-08-24,19095
45 - 49 años,M,2020-08-24,18692
50 - 54 años,M,2020-08-24,17766
55 - 59 años,M,2020-08-24,16700
60 - 64 años,M,2020-08-24,12558
65 - 69 años,M,2020-08-24,7973
70 - 74 años,M,2020-08-24,5681
75 - 79 años,M,2020-08-24,3894
80 y más años,M,2020-08-24,4712
00 - 04 años,F,2020-08-24,3986
05 - 09 años,F,2020-08-24,3456
10 - 14 años,F,2020-08-24,4235
15 - 19 años,F,2020-08-24,7838
20 - 24 años,F,2020-08-24,17356
25 - 29 años,F,2020-08-24,26628
30 - 34 años,F,2020-08-24,24821
35 - 39 años,F,2020-08-24,19832
40 - 44 años,F,2020-08-24,16813
45 - 49 años,F,2020-08-24,17474
50 - 54 años,F,2020-08-24,16663
55 - 59 años,F,2020-08-24,15236
60 - 64 años,F,2020-08-24,10856
65 - 69 años,F,2020-08-24,7268
70 - 74 años,F,2020-08-24,5454
75 - 79 años,F,2020-08-24,4206
80 y más años,F,2020-08-24,7375
00 - 04 años,M,2020-08-28,4461
05 - 09 años,M,2020-08-28,3705
10 - 14 años,M,2020-08-28,4215
15 - 19 años,M,2020-08-28,7046
20 - 24 años,M,2020-08-28,17551
25 - 29 años,M,2020-08-28,27518
30 - 34 años,M,2020-08-28,28018
35 - 39 años,M,2020-08-28,22901
40 - 44 años,M,2020-08-28,19422
45 - 49 años,M,2020-08-28,18969
50 - 54 años,M,2020-08-28,18064
55 - 59 años,M,2020-08-28,16996
60 - 64 años,M,2020-08-28,12771
65 - 69 años,M,2020-08-28,8118
70 - 74 años,M,2020-08-28,5792
75 - 79 años,M,2020-08-28,3970
80 y más años,M,2020-08-28,4819
00 - 04 años,F,2020-08-28,4115
05 - 09 años,F,2020-08-28,3576
10 - 14 años,F,2020-08-28,4376
15 - 19 años,F,2020-08-28,8049
20 - 24 años,F,2020-08-28,17770
25 - 29 años,F,2020-08-28,27183
30 - 34 años,F,2020-08-28,25301
35 - 39 años,F,2020-08-28,20223
40 - 44 años,F,2020-08-28,17122
45 - 49 años,F,2020-08-28,17780
50 - 54 años,F,2020-08-28,16986
55 - 59 años,F,2020-08-28,15543
60 - 64 años,F,2020-08-28,11058
65 - 69 años,F,2020-08-28,7420
70 - 74 años,F,2020-08-28,5552
75 - 79 años,F,2020-08-28,4303
80 y más años,F,2020-08-28,7531
00 - 04 años,M,2020-08-31,4567
05 - 09 años,M,2020-08-31,3790
10 - 14 años,M,2020-08-31,4317
15 - 19 años,M,2020-08-31,7188
20 - 24 años,M,2020-08-31,17841
25 - 29 años,M,2020-08-31,27895
30 - 34 años,M,2020-08-31,28375
35 - 39 años,M,2020-08-31,23221
40 - 44 años,M,2020-08-31,19680
45 - 49 años,M,2020-08-31,19190
50 - 54 años,M,2020-08-31,18318
55 - 59 años,M,2020-08-31,17225
60 - 64 años,M,2020-08-31,12975
65 - 69 años,M,2020-08-31,8240
70 - 74 años,M,2020-08-31,5874
75 - 79 años,M,2020-08-31,4034
80 y más años,M,2020-08-31,4912
00 - 04 años,F,2020-08-31,4202
05 - 09 años,F,2020-08-31,3662
10 - 14 años,F,2020-08-31,4481
15 - 19 años,F,2020-08-31,8211
20 - 24 años,F,2020-08-31,18084
25 - 29 años,F,2020-08-31,27565
30 - 34 años,F,2020-08-31,25694
35 - 39 años,F,2020-08-31,20507
40 - 44 años,F,2020-08-31,17391
45 - 49 años,F,2020-08-31,18035
50 - 54 años,F,2020-08-31,17240
55 - 59 años,F,2020-08-31,15772
60 - 64 años,F,2020-08-31,11247
65 - 69 años,F,2020-08-31,7541
70 - 74 años,F,2020-08-31,5637
75 - 79 años,F,2020-08-31,4378
80 y más años,F,2020-08-31,7632
00 - 04 años,M,2020-09-04,4704
05 - 09 años,M,2020-09-04,3899
10 - 14 años,M,2020-09-04,4430
15 - 19 años,M,2020-09-04,7363
20 - 24 años,M,2020-09-04,18194
25 - 29 años,M,2020-09-04,28383
30 - 34 años,M,2020-09-04,28844
35 - 39 años,M,2020-09-04,23581
40 - 44 años,M,2020-09-04,20005
45 - 49 años,M,2020-09-04,19525
50 - 54 años,M,2020-09-04,18611
55 - 59 años,M,2020-09-04,17511
60 - 64 años,M,2020-09-04,13202
65 - 69 años,M,2020-09-04,8367
70 - 74 años,M,2020-09-04,5976
75 - 79 años,M,2020-09-04,4112
80 y más años,M,2020-09-04,5030
00 - 04 años,F,2020-09-04,4313
05 - 09 años,F,2020-09-04,3773
10 - 14 años,F,2020-09-04,4612
15 - 19 años,F,2020-09-04,8430
20 - 24 años,F,2020-09-04,18472
25 - 29 años,F,2020-09-04,28136
30 - 34 años,F,2020-09-04,26212
35 - 39 años,F,2020-09-04,20871
40 - 44 años,F,2020-09-04,17720
45 - 49 años,F,2020-09-04,18364
50 - 54 años,F,2020-09-04,17529
55 - 59 años,F,2020-09-04,16070
60 - 64 años,F,2020-09-04,11490
65 - 69 años,F,2020-09-04,7693
70 - 74 años,F,2020-09-04,5756
75 - 79 años,F,2020-09-04,4468
80 y más años,F,2020-09-04,7789
00 - 04 años,M,2020-09-07,4784
05 - 09 años,M,2020-09-07,3993
10 - 14 años,M,2020-09-07,4524
15 - 19 años,M,2020-09-07,7557
20 - 24 años,M,2020-09-07,18486
25 - 29 años,M,2020-09-07,28786
30 - 34 años,M,2020-09-07,29229
35 - 39 años,M,2020-09-07,23883
40 - 44 años,M,2020-09-07,20229
45 - 49 años,M,2020-09-07,19790
50 - 54 años,M,2020-09-07,18895
55 - 59 años,M,2020-09-07,17750
60 - 64 años,M,2020-09-07,13397
65 - 69 años,M,2020-09-07,8496
70 - 74 años,M,2020-09-07,6083
75 - 79 años,M,2020-09-07,4194
80 y más años,M,2020-09-07,5118
00 - 04 años,F,2020-09-07,4407
05 - 09 años,F,2020-09-07,3876
10 - 14 años,F,2020-09-07,4719
15 - 19 años,F,2020-09-07,8604
20 - 24 años,F,2020-09-07,18787
25 - 29 años,F,2020-09-07,28533
30 - 34 años,F,2020-09-07,26623
35 - 39 años,F,2020-09-07,21171
40 - 44 años,F,2020-09-07,17992
45 - 49 años,F,2020-09-07,18620
50 - 54 años,F,2020-09-07,17799
55 - 59 años,F,2020-09-07,16297
60 - 64 años,F,2020-09-07,11696
65 - 69 años,F,2020-09-07,7818
70 - 74 años,F,2020-09-07,5859
75 - 79 años,F,2020-09-07,4557
80 y más años,F,2020-09-07,7925
00 - 04 años,M,2020-09-11,4915
05 - 09 años,M,2020-09-11,4122
10 - 14 años,M,2020-09-11,4646
15 - 19 años,M,2020-09-11,7743
20 - 24 años,M,2020-09-11,18819
25 - 29 años,M,2020-09-11,29248
30 - 34 años,M,2020-09-11,29658
35 - 39 años,M,2020-09-11,24267
40 - 44 años,M,2020-09-11,20524
45 - 49 años,M,2020-09-11,20108
50 - 54 años,M,2020-09-11,19176
55 - 59 años,M,2020-09-11,18028
60 - 64 años,M,2020-09-11,13578
65 - 69 años,M,2020-09-11,8648
70 - 74 años,M,2020-09-11,6202
75 - 79 años,M,2020-09-11,4269
80 y más años,M,2020-09-11,5196
00 - 04 años,F,2020-09-11,4525
05 - 09 años,F,2020-09-11,3990
10 - 14 años,F,2020-09-11,4862
15 - 19 años,F,2020-09-11,8818
20 - 24 años,F,2020-09-11,19161
25 - 29 años,F,2020-09-11,29024
30 - 34 años,F,2020-09-11,27075
35 - 39 años,F,2020-09-11,21491
40 - 44 años,F,2020-09-11,18286
45 - 49 años,F,2020-09-11,18920
50 - 54 años,F,2020-09-11,18081
55 - 59 años,F,2020-09-11,16601
60 - 64 años,F,2020-09-11,11894
65 - 69 años,F,2020-09-11,7966
70 - 74 años,F,2020-09-11,5988
75 - 79 años,F,2020-09-11,4635
80 y más años,F,2020-09-11,8080
00 - 04 años,M,2020-09-14,5001
05 - 09 años,M,2020-09-14,4226
10 - 14 años,M,2020-09-14,4775
15 - 19 años,M,2020-09-14,7899
20 - 24 años,M,2020-09-14,19146
25 - 29 años,M,2020-09-14,29664
30 - 34 años,M,2020-09-14,30051
35 - 39 años,M,2020-09-14,24586
40 - 44 años,M,2020-09-14,20795
45 - 49 años,M,2020-09-14,20393
50 - 54 años,M,2020-09-14,19441
55 - 59 años,M,2020-09-14,18250
60 - 64 años,M,2020-09-14,13754
65 - 69 años,M,2020-09-14,8785
70 - 74 años,M,2020-09-14,6289
75 - 79 años,M,2020-09-14,4325
80 y más años,M,2020-09-14,5265
00 - 04 años,F,2020-09-14,4590
05 - 09 años,F,2020-09-14,4072
10 - 14 años,F,2020-09-14,4990
15 - 19 años,F,2020-09-14,8975
20 - 24 años,F,2020-09-14,19452
25 - 29 años,F,2020-09-14,29379
30 - 34 años,F,2020-09-14,27462
35 - 39 años,F,2020-09-14,21815
40 - 44 años,F,2020-09-14,18564
45 - 49 años,F,2020-09-14,19166
50 - 54 años,F,2020-09-14,18321
55 - 59 años,F,2020-09-14,16832
60 - 64 años,F,2020-09-14,12086
65 - 69 años,F,2020-09-14,8084
70 - 74 años,F,2020-09-14,6076
75 - 79 años,F,2020-09-14,4689
80 y más años,F,2020-09-14,8208
00 - 04 años,M,2020-09-18,5120
05 - 09 años,M,2020-09-18,4341
10 - 14 años,M,2020-09-18,4922
15 - 19 años,M,2020-09-18,8066
20 - 24 años,M,2020-09-18,19474
25 - 29 años,M,2020-09-18,30089
30 - 34 años,M,2020-09-18,30475
35 - 39 años,M,2020-09-18,24938
40 - 44 años,M,2020-09-18,21103
45 - 49 años,M,2020-09-18,20670
50 - 54 años,M,2020-09-18,19709
55 - 59 años,M,2020-09-18,18526
60 - 64 años,M,2020-09-18,13952
65 - 69 años,M,2020-09-18,8924
70 - 74 años,M,2020-09-18,6394
75 - 79 años,M,2020-09-18,4415
80 y más años,M,2020-09-18,5344
00 - 04 años,F,2020-09-18,4722
05 - 09 años,F,2020-09-18,4177
10 - 14 años,F,2020-09-18,5142
15 - 19 años,F,2020-09-18,9172
20 - 24 años,F,2020-09-18,19822
25 - 29 años,F,2020-09-18,29818
30 - 34 años,F,2020-09-18,27872
35 - 39 años,F,2020-09-18,22135
40 - 44 años,F,2020-09-18,18812
45 - 49 años,F,2020-09-18,19459
50 - 54 años,F,2020-09-18,18629
55 - 59 años,F,2020-09-18,17094
60 - 64 años,F,2020-09-18,12305
65 - 69 años,F,2020-09-18,8238
70 - 74 años,F,2020-09-18,6173
75 - 79 años,F,2020-09-18,4763
80 y más años,F,2020-09-18,8341
00 - 04 años,M,2020-09-21,5193
05 - 09 años,M,2020-09-21,4403
10 - 14 años,M,2020-09-21,5023
15 - 19 años,M,2020-09-21,8186
20 - 24 años,M,2020-09-21,19664
25 - 29 años,M,2020-09-21,30372
30 - 34 años,M,2020-09-21,30717
35 - 39 años,M,2020-09-21,25160
40 - 44 años,M,2020-09-21,21267
45 - 49 años,M,2020-09-21,20872
50 - 54 años,M,2020-09-21,19894
55 - 59 años,M,2020-09-21,18707
60 - 64 años,M,2020-09-21,14107
65 - 69 años,M,2020-09-21,9018
70 - 74 años,M,2020-09-21,6483
75 - 79 años,M,2020-09-21,4478
80 y más años,M,2020-09-21,5393
00 - 04 años,F,2020-09-21,4791
05 - 09 años,F,2020-09-21,4260
10 - 14 años,F,2020-09-21,5227
15 - 19 años,F,2020-09-21,9334
20 - 24 años,F,2020-09-21,20065
25 - 29 años,F,2020-09-21,30114
30 - 34 años,F,2020-09-21,28163
35 - 39 años,F,2020-09-21,22340
40 - 44 años,F,2020-09-21,19012
45 - 49 años,F,2020-09-21,19643
50 - 54 años,F,2020-09-21,18803
55 - 59 años,F,2020-09-21,17261
60 - 64 años,F,2020-09-21,12433
65 - 69 años,F,2020-09-21,8328
70 - 74 años,F,2020-09-21,6237
75 - 79 años,F,2020-09-21,4814
80 y más años,F,2020-09-21,8440
00 - 04 años,M,2020-09-25,5303
05 - 09 años,M,2020-09-25,4538
10 - 14 años,M,2020-09-25,5161
15 - 19 años,M,2020-09-25,8356
20 - 24 años,M,2020-09-25,19989
25 - 29 años,M,2020-09-25,30820
30 - 34 años,M,2020-09-25,31179
35 - 39 años,M,2020-09-25,25525
40 - 44 años,M,2020-09-25,21580
45 - 49 años,M,2020-09-25,21182
50 - 54 años,M,2020-09-25,20176
55 - 59 años,M,2020-09-25,18976
60 - 64 años,M,2020-09-25,14324
65 - 69 años,M,2020-09-25,9167
70 - 74 años,M,2020-09-25,6582
75 - 79 años,M,2020-09-25,4550
80 y más años,M,2020-09-25,5508
00 - 04 años,F,2020-09-25,4896
05 - 09 años,F,2020-09-25,4371
10 - 14 años,F,2020-09-25,5382
15 - 19 años,F,2020-09-25,9560
20 - 24 años,F,2020-09-25,20435
25 - 29 años,F,2020-09-25,30569
30 - 34 años,F,2020-09-25,28596
35 - 39 años,F,2020-09-25,22694
40 - 44 años,F,2020-09-25,19304
45 - 49 años,F,2020-09-25,19978
50 - 54 años,F,2020-09-25,19145
55 - 59 años,F,2020-09-25,17556
60 - 64 años,F,2020-09-25,12653
65 - 69 años,F,2020-09-25,8495
70 - 74 años,F,2020-09-25,6339
75 - 79 años,F,2020-09-25,4914
80 y más años,F,2020-09-25,8609
00 - 04 años,M,2020-09-28,5403
05 - 09 años,M,2020-09-28,4644
10 - 14 años,M,2020-09-28,5298
15 - 19 años,M,2020-09-28,8535
20 - 24 años,M,2020-09-28,20310
25 - 29 años,M,2020-09-28,31216
30 - 34 años,M,2020-09-28,31562
35 - 39 años,M,2020-09-28,25828
40 - 44 años,M,2020-09-28,21841
45 - 49 años,M,2020-09-28,21425
50 - 54 años,M,2020-09-28,20398
55 - 59 años,M,2020-09-28,19226
60 - 64 años,M,2020-09-28,14512
65 - 69 años,M,2020-09-28,9282
70 - 74 años,M,2020-09-28,6658
75 - 79 años,M,2020-09-28,4617
80 y más años,M,2020-09-28,5574
00 - 04 años,F,2020-09-28,4995
05 - 09 años,F,2020-09-28,4454
10 - 14 años,F,2020-09-28,5530
15 - 19 años,F,2020-09-28,9740
20 - 24 años,F,2020-09-28,20787
25 - 29 años,F,2020-09-28,30972
30 - 34 años,F,2020-09-28,28957
35 - 39 años,F,2020-09-28,23003
40 - 44 años,F,2020-09-28,19573
45 - 49 años,F,2020-09-28,20242
50 - 54 años,F,2020-09-28,19415
55 - 59 años,F,2020-09-28,17810
60 - 64 años,F,2020-09-28,12822
65 - 69 años,F,2020-09-28,8613
70 - 74 años,F,2020-09-28,6449
75 - 79 años,F,2020-09-28,4975
80 y más años,F,2020-09-28,8729
00 - 04 años,M,2020-10-02,5552
05 - 09 años,M,2020-10-02,4762
10 - 14 años,M,2020-10-02,5451
15 - 19 años,M,2020-10-02,8727
20 - 24 años,M,2020-10-02,20648
25 - 29 años,M,2020-10-02,31711
30 - 34 años,M,2020-10-02,32012
35 - 39 años,M,2020-10-02,26170
40 - 44 años,M,2020-10-02,22148
45 - 49 años,M,2020-10-02,21740
50 - 54 años,M,2020-10-02,20699
55 - 59 años,M,2020-10-02,19514
60 - 64 años,M,2020-10-02,14720
65 - 69 años,M,2020-10-02,9462
70 - 74 años,M,2020-10-02,6756
75 - 79 años,M,2020-10-02,4688
80 y más años,M,2020-10-02,5676
00 - 04 años,F,2020-10-02,5098
05 - 09 años,F,2020-10-02,4583
10 - 14 años,F,2020-10-02,5716
15 - 19 años,F,2020-10-02,9948
20 - 24 años,F,2020-10-02,21184
25 - 29 años,F,2020-10-02,31448
30 - 34 años,F,2020-10-02,29398
35 - 39 años,F,2020-10-02,23392
40 - 44 años,F,2020-10-02,19868
45 - 49 años,F,2020-10-02,20591
50 - 54 años,F,2020-10-02,19705
55 - 59 años,F,2020-10-02,18116
60 - 64 años,F,2020-10-02,13035
65 - 69 años,F,2020-10-02,8771
70 - 74 años,F,2020-10-02,6563
75 - 79 años,F,2020-10-02,5063
80 y más años,F,2020-10-02,8867
00 - 04 años,M,2020-10-05,5552
05 - 09 años,M,2020-10-05,4762
10 - 14 años,M,2020-10-05,5451
15 - 19 años,M,2020-10-05,8727
20 - 24 años,M,2020-10-05,20648
25 - 29 años,M,2020-10-05,31711
30 - 34 años,M,2020-10-05,32012
35 - 39 años,M,2020-10-05,26170
40 - 44 años,M,2020-10-05,22148
45 - 49 años,M,2020-10-05,21740
50 - 54 años,M,2020-10-05,20699
55 - 59 años,M,2020-10-05,19514
60 - 64 años,M,2020-10-05,14720
65 - 69 años,M,2020-10-05,9462
70 - 74 años,M,2020-10-05,6756
75 - 79 años,M,2020-10-05,4688
80 y más años,M,2020-10-05,5676
00 - 04 años,F,2020-10-05,5098
05 - 09 años,F,2020-10-05,4583
10 - 14 años,F,2020-10-05,5716
15 - 19 años,F,2020-10-05,9948
20 - 24 años,F,2020-10-05,21184
25 - 29 años,F,2020-10-05,31448
30 - 34 años,F,2020-10-05,29398
35 - 39 años,F,2020-10-05,23392
40 - 44 años,F,2020-10-05,19868
45 - 49 años,F,2020-10-05,20591
50 - 54 años,F,2020-10-05,19705
55 - 59 años,F,2020-10-05,18116
60 - 64 años,F,2020-10-05,13035
65 - 69 años,F,2020-10-05,8771
70 - 74 años,F,2020-10-05,6563
75 - 79 años,F,2020-10-05,5063
80 y más años,F,2020-10-05,8867
00 - 04 años,M,2020-10-09,5733
05 - 09 años,M,2020-10-09,4996
10 - 14 años,M,2020-10-09,5674
15 - 19 años,M,2020-10-09,9161
20 - 24 años,M,2020-10-09,21188
25 - 29 años,M,2020-10-09,32428
30 - 34 años,M,2020-10-09,32709
35 - 39 años,M,2020-10-09,26726
40 - 44 años,M,2020-10-09,22667
45 - 49 años,M,2020-10-09,22173
50 - 54 años,M,2020-10-09,21201
55 - 59 años,M,2020-10-09,19929
60 - 64 años,M,2020-10-09,15066
65 - 69 años,M,2020-10-09,9701
70 - 74 años,M,2020-10-09,6921
75 - 79 años,M,2020-10-09,4794
80 y más años,M,2020-10-09,5850
00 - 04 años,F,2020-10-09,5283
05 - 09 años,F,2020-10-09,4766
10 - 14 años,F,2020-10-09,5944
15 - 19 años,F,2020-10-09,10330
20 - 24 años,F,2020-10-09,21742
25 - 29 años,F,2020-10-09,32178
30 - 34 años,F,2020-10-09,30064
35 - 39 años,F,2020-10-09,23921
40 - 44 años,F,2020-10-09,20343
45 - 49 años,F,2020-10-09,21093
50 - 54 años,F,2020-10-09,20164
55 - 59 años,F,2020-10-09,18546
60 - 64 años,F,2020-10-09,13373
65 - 69 años,F,2020-10-09,9010
70 - 74 años,F,2020-10-09,6731
75 - 79 años,F,2020-10-09,5219
80 y más años,F,2020-10-09,9160
00 - 04 años,M,2020-10-12,5823
05 - 09 años,M,2020-10-12,5075
10 - 14 años,M,2020-10-12,5776
15 - 19 años,M,2020-10-12,9319
20 - 24 años,M,2020-10-12,21440
25 - 29 años,M,2020-10-12,32763
30 - 34 años,M,2020-10-12,32979
35 - 39 años,M,2020-10-12,27004
40 - 44 años,M,2020-10-12,22906
45 - 49 años,M,2020-10-12,22372
50 - 54 años,M,2020-10-12,21397
55 - 59 años,M,2020-10-12,20144
60 - 64 años,M,2020-10-12,15210
65 - 69 años,M,2020-10-12,9798
70 - 74 años,M,2020-10-12,6996
75 - 79 años,M,2020-10-12,4851
80 y más años,M,2020-10-12,5915
00 - 04 años,F,2020-10-12,5368
05 - 09 años,F,2020-10-12,4849
10 - 14 años,F,2020-10-12,6032
15 - 19 años,F,2020-10-12,10499
20 - 24 años,F,2020-10-12,22011
25 - 29 años,F,2020-10-12,32543
30 - 34 años,F,2020-10-12,30395
35 - 39 años,F,2020-10-12,24173
40 - 44 años,F,2020-10-12,20535
45 - 49 años,F,2020-10-12,21319
50 - 54 años,F,2020-10-12,20377
55 - 59 años,F,2020-10-12,18723
60 - 64 años,F,2020-10-12,13532
65 - 69 años,F,2020-10-12,9116
70 - 74 años,F,2020-10-12,6828
75 - 79 años,F,2020-10-12,5286
80 y más años,F,2020-10-12,9237
00 - 04 años,M,2020-10-16,5913
05 - 09 años,M,2020-10-16,5175
10 - 14 años,M,2020-10-16,5880
15 - 19 años,M,2020-10-16,9486
20 - 24 años,M,2020-10-16,21703
25 - 29 años,M,2020-10-16,33111
30 - 34 años,M,2020-10-16,33315
35 - 39 años,M,2020-10-16,27274
40 - 44 años,M,2020-10-16,23142
45 - 49 años,M,2020-10-16,22618
50 - 54 años,M,2020-10-16,21624
55 - 59 años,M,2020-10-16,20366
60 - 64 años,M,2020-10-16,15373
65 - 69 años,M,2020-10-16,9897
70 - 74 años,M,2020-10-16,7090
75 - 79 años,M,2020-10-16,4911
80 y más años,M,2020-10-16,5980
00 - 04 años,F,2020-10-16,5444
05 - 09 años,F,2020-10-16,4926
10 - 14 años,F,2020-10-16,6151
15 - 19 años,F,2020-10-16,10686
20 - 24 años,F,2020-10-16,22290
25 - 29 años,F,2020-10-16,32929
30 - 34 años,F,2020-10-16,30753
35 - 39 años,F,2020-10-16,24432
40 - 44 años,F,2020-10-16,20781
45 - 49 años,F,2020-10-16,21557
50 - 54 años,F,2020-10-16,20607
55 - 59 años,F,2020-10-16,18954
60 - 64 años,F,2020-10-16,13673
65 - 69 años,F,2020-10-16,9227
70 - 74 años,F,2020-10-16,6893
75 - 79 años,F,2020-10-16,5349
80 y más años,F,2020-10-16,9343
00 - 04 años,M,2020-10-19,6003
05 - 09 años,M,2020-10-19,5258
10 - 14 años,M,2020-10-19,5987
15 - 19 años,M,2020-10-19,9619
20 - 24 años,M,2020-10-19,21929
25 - 29 años,M,2020-10-19,33449
30 - 34 años,M,2020-10-19,33654
35 - 39 años,M,2020-10-19,27544
40 - 44 años,M,2020-10-19,23384
45 - 49 años,M,2020-10-19,22853
50 - 54 años,M,2020-10-19,21811
55 - 59 años,M,2020-10-19,20550
60 - 64 años,M,2020-10-19,15511
65 - 69 años,M,2020-10-19,10033
70 - 74 años,M,2020-10-19,7161
75 - 79 años,M,2020-10-19,4974
80 y más años,M,2020-10-19,6052
00 - 04 años,F,2020-10-19,5527
05 - 09 años,F,2020-10-19,5009
10 - 14 años,F,2020-10-19,6250
15 - 19 años,F,2020-10-19,10832
20 - 24 años,F,2020-10-19,22538
25 - 29 años,F,2020-10-19,33268
